Date,Open,High,Low,Close,AdjClose,Volume
2000-01-04,11.415094375610352,11.415094375610352,11.132075309753418,11.320754051208496,6.461623668670654,185394.0
2000-01-05,11.415094375610352,11.698113441467285,11.415094375610352,11.60377311706543,6.623164653778076,158525.0
2000-01-06,11.60377311706543,12.216980934143066,11.60377311706543,12.216980934143066,6.97316837310791,341192.0
2000-01-07,12.358489990234375,12.45283031463623,12.075470924377441,12.26414966583252,7.000091075897217,425844.0
2000-01-10,12.45283031463623,12.688678741455078,12.26414966583252,12.358489990234375,7.053938865661621,431616.0
2000-01-11,12.547168731689453,12.547168731689453,12.028301239013672,12.169811248779297,6.946246147155762,356767.0
2000-01-12,12.169811248779297,12.26414966583252,12.075470924377441,12.26414966583252,7.000091075897217,142697.0
2000-01-13,12.358489990234375,12.358489990234375,12.075470924377441,12.169811248779297,6.946246147155762,169663.0
2000-01-14,12.26414966583252,12.45283031463623,12.26414966583252,12.405659675598145,7.080862045288086,670339.0
2000-01-17,12.26414966583252,12.45283031463623,12.26414966583252,12.45283031463623,7.107786178588867,568541.0
2000-01-18,12.547168731689453,12.924528121948242,12.5,12.830187797546387,7.323173522949219,1471916.0
2000-01-19,12.830187797546387,13.207547187805176,12.735849380493164,12.924528121948242,7.377021312713623,1360679.0
2000-01-20,13.16037654876709,13.207547187805176,12.5,12.547168731689453,7.161632061004639,786516.0
2000-01-21,12.641509056091309,12.641509056091309,11.792451858520508,12.028301239013672,6.865475177764893,665862.0
2000-01-24,12.028301239013672,12.405659675598145,11.886792182922363,12.26414966583252,7.000091075897217,461758.0
2000-01-25,12.26414966583252,12.45283031463623,12.169811248779297,12.358489990234375,7.053938865661621,425371.0
2000-01-26,12.547168731689453,13.207547187805176,12.5,13.207547187805176,7.538561820983887,1121977.0
2000-01-27,13.679244995117188,14.10377311706543,13.584904670715332,14.10377311706543,8.050105094909668,2308138.0
2000-01-28,14.528301239013672,14.716980934143066,13.867923736572266,14.05660343170166,8.023181915283203,2261314.0
2000-01-31,13.679244995117188,13.962264060974121,13.49056625366211,13.584904670715332,7.75394868850708,820228.0
2000-02-01,13.867923736572266,13.867923736572266,13.584904670715332,13.584904670715332,7.75394868850708,566399.0
