Date,Open,High,Low,Close,AdjClose,Volume
2000-01-04,17.3787899017334,17.451656341552734,17.050886154174805,17.123754501342773,6.856503486633301,1430003.0
2000-01-05,16.86871910095215,16.941587448120117,16.65011978149414,16.72298812866211,6.696030616760254,1078300.0
2000-01-06,16.65011978149414,16.75942039489746,16.577251434326172,16.65011978149414,6.666855812072754,1494181.0
2000-01-07,16.504384994506836,16.86871910095215,16.504384994506836,16.795852661132812,6.725208282470703,3178363.0
2000-01-10,16.795852661132812,16.86871910095215,16.577251434326172,16.86871910095215,6.754383563995361,1791423.0
2000-01-11,16.75942039489746,16.832286834716797,16.504384994506836,16.577251434326172,6.637678623199463,1771653.0
2000-01-12,16.577251434326172,16.577251434326172,16.21291732788086,16.21291732788086,6.491796493530273,1307420.0
2000-01-13,16.21291732788086,16.395084381103516,16.067182540893555,16.285785675048828,6.52097225189209,2553609.0
2000-01-14,16.3586483001709,16.72298812866211,16.32221794128418,16.504384994506836,6.608501434326172,2495088.0
2000-01-17,16.72298812866211,17.123754501342773,16.72298812866211,16.795852661132812,6.725208282470703,3098795.0
2000-01-18,16.75942039489746,17.014455795288086,16.504384994506836,16.504384994506836,6.608501434326172,3080985.0
2000-01-19,16.504384994506836,16.65011978149414,16.395084381103516,16.395084381103516,6.564736366271973,1799207.0
2000-01-20,16.431516647338867,16.504384994506836,16.103614807128906,16.431516647338867,6.579323768615723,2201269.0
2000-01-21,16.504384994506836,16.72298812866211,16.431516647338867,16.72298812866211,6.696030616760254,1998159.0
2000-01-24,16.686552047729492,16.86871910095215,16.577251434326172,16.577251434326172,6.637678623199463,1808782.0
2000-01-25,16.65011978149414,16.72298812866211,16.285785675048828,16.32221794128418,6.535560131072998,1995403.0
2000-01-26,16.32221794128418,16.65011978149414,16.21291732788086,16.285785675048828,6.52097225189209,2002263.0
2000-01-27,16.395084381103516,16.65011978149414,16.395084381103516,16.577251434326172,6.637678623199463,2371432.0
2000-01-28,16.613683700561523,16.941587448120117,16.577251434326172,16.686552047729492,6.6814422607421875,4320197.0
2000-01-31,16.504384994506836,16.75942039489746,16.504384994506836,16.577251434326172,6.637678623199463,2239695.0
2000-02-01,16.65011978149414,17.123754501342773,16.65011978149414,16.832286834716797,6.739794731140137,4089780.0
2000-02-02,16.832286834716797,16.832286834716797,16.832286834716797,16.832286834716797,6.739794731140137,0.0
2000-02-03,16.832286834716797,16.832286834716797,16.832286834716797,16.832286834716797,6.739794731140137,0.0
2000-02-04,16.832286834716797,16.832286834716797,16.832286834716797,16.832286834716797,6.739794731140137,0.0
2000-02-07,16.832286834716797,16.832286834716797,16.832286834716797,16.832286834716797,6.739794731140137,0.0
2000-02-08,16.832286834716797,16.832286834716797,16.832286834716797,16.832286834716797,6.739794731140137,0.0
2000-02-09,16.941587448120117,16.97801971435547,16.613683700561523,16.72298812866211,6.696030616760254,1959733.0
2000-02-10,16.72298812866211,16.75942039489746,16.577251434326172,16.65011978149414,6.666855812072754,1715837.0
2000-02-11,16.72298812866211,17.3787899017334,16.686552047729492,17.014455795288086,6.812737464904785,5359617.0
2000-02-14,17.014455795288086,17.123754501342773,16.65011978149414,16.686552047729492,6.6814422607421875,5371979.0
2000-02-15,16.832286834716797,16.9051513671875,16.395084381103516,16.86871910095215,6.754383563995361,4490126.0
2000-02-16,16.941587448120117,17.050886154174805,16.686552047729492,16.795852661132812,6.725208282470703,3389741.0
2000-02-17,16.86871910095215,17.415220260620117,16.795852661132812,17.160186767578125,6.871088981628418,6389720.0
2000-02-18,17.269489288330078,17.269489288330078,16.795852661132812,16.86871910095215,6.754383563995361,3922218.0
2000-02-21,17.160186767578125,17.524524688720703,17.014455795288086,17.269489288330078,6.914856910705566,6526956.0
2000-02-22,17.597387313842773,18.39892578125,17.597387313842773,18.21676254272461,7.294152736663818,14668610.0
