Date,Open,High,Low,Close,AdjClose,Volume
2000-01-04,3.5867629051208496,3.5953640937805176,3.3545260429382324,3.483546018600464,2.533846378326416,60455.0
2000-01-05,3.277113914489746,3.414736032485962,3.277113914489746,3.3545260429382324,2.440000534057617,1129008.0
2000-01-06,3.560957908630371,3.560957908630371,3.3803300857543945,3.483546018600464,2.533846378326416,442953.0
2000-01-07,3.6555728912353516,3.724384069442749,3.6555728912353516,3.724384069442749,2.709026336669922,578978.0
2000-01-10,3.9824249744415283,3.9824249744415283,3.9824249744415283,3.9824249744415283,2.896718740463257,51224.0
2000-01-11,4.2576680183410645,4.2576680183410645,4.2576680183410645,4.2576680183410645,3.096923828125,403688.0
2000-01-12,4.515707969665527,4.515707969665527,4.515707969665527,4.515707969665527,3.2846157550811768,275748.0
2000-01-13,4.816755771636963,4.816755771636963,4.816755771636963,4.816755771636963,3.5035908222198486,238652.0
2000-01-14,5.11780309677124,5.11780309677124,5.11780309677124,5.11780309677124,3.722565174102783,430990.0
2000-01-17,5.805911064147949,5.805911064147949,5.805911064147949,5.805911064147949,4.223078727722168,149976.0
2000-01-18,6.192972183227539,6.192972183227539,6.192972183227539,6.192972183227539,4.504617214202881,233007.0
2000-01-19,6.6230387687683105,6.6230387687683105,6.6230387687683105,6.6230387687683105,4.817437648773193,431125.0
2000-01-20,7.053106784820557,7.053106784820557,6.192972183227539,6.192972183227539,4.504617214202881,4796921.0
2000-01-21,5.762904167175293,5.762904167175293,5.762904167175293,5.762904167175293,4.191796779632568,437491.0
2000-01-24,5.375843048095703,6.149964809417725,5.375843048095703,6.149964809417725,4.473334312438965,2021021.0
2000-01-25,6.451012134552002,6.580031871795654,6.451012134552002,6.580031871795654,4.786154747009277,1144040.0
2000-01-26,6.967092990875244,7.0100998878479,6.752058982849121,6.967092990875244,5.06769323348999,2262773.0
2000-01-27,7.139120101928711,7.225133895874023,6.494019031524658,6.967092990875244,5.06769323348999,1716009.0
2000-01-28,7.053106784820557,7.182126998901367,6.6230387687683105,6.795065879821777,4.942565441131592,1254327.0
2000-01-31,6.5370259284973145,6.881080150604248,6.494019031524658,6.752058982849121,4.911283016204834,1252129.0
2000-02-01,7.0100998878479,7.0100998878479,6.6230387687683105,6.795065879821777,4.942565441131592,1060836.0
2000-02-02,6.795065879821777,6.795065879821777,6.795065879821777,6.795065879821777,4.942565441131592,0.0
2000-02-03,6.795065879821777,6.795065879821777,6.795065879821777,6.795065879821777,4.942565441131592,0.0
2000-02-04,6.795065879821777,6.795065879821777,6.795065879821777,6.795065879821777,4.942565441131592,0.0
2000-02-07,6.795065879821777,6.795065879821777,6.795065879821777,6.795065879821777,4.942565441131592,0.0
2000-02-08,6.795065879821777,6.795065879821777,6.795065879821777,6.795065879821777,4.942565441131592,0.0
2000-02-09,7.053106784820557,7.053106784820557,6.666046142578125,6.795065879821777,4.942565441131592,912647.0
2000-02-10,6.881080150604248,7.268139839172363,6.795065879821777,7.268139839172363,5.286668300628662,1881212.0
2000-02-11,7.741215229034424,7.741215229034424,7.741215229034424,7.741215229034424,5.630771160125732,946365.0
2000-02-14,8.257295608520508,8.257295608520508,8.257295608520508,8.257295608520508,6.006155014038086,808800.0
2000-02-15,8.816383361816406,8.816383361816406,7.82722806930542,7.913241863250732,5.755899429321289,5581832.0
2000-02-16,7.741215229034424,8.34330940246582,7.526181221008301,8.34330940246582,6.068718910217285,1291360.0
2000-02-17,8.601349830627441,8.816383361816406,8.34330940246582,8.601349830627441,6.256412029266357,1891773.0
2000-02-18,9.031416893005371,9.031416893005371,8.601349830627441,8.687362670898438,6.31897497177124,1865987.0
2000-02-21,8.988409996032715,9.289458274841309,8.859390258789062,9.20344352722168,6.694360256195068,1569521.0
2000-02-22,9.332464218139648,9.332464218139648,8.601349830627441,8.601349830627441,6.256412029266357,724306.0
2000-02-23,7.999255180358887,7.999255180358887,7.999255180358887,7.999255180358887,5.81846284866333,268569.0
2000-02-24,7.44016695022583,7.44016695022583,7.44016695022583,7.44016695022583,5.4117960929870605,190567.0
2000-02-25,6.924086093902588,6.924086093902588,6.924086093902588,6.924086093902588,5.036410808563232,261610.0
2000-02-28,6.924086093902588,6.924086093902588,6.924086093902588,6.924086093902588,5.036410808563232,0.0
2000-02-29,6.451012134552002,7.39716100692749,6.451012134552002,6.5370259284973145,4.754872798919678,1270730.0
2000-03-01,6.881080150604248,6.967092990875244,6.709053039550781,6.967092990875244,5.06769323348999,770452.0
2000-03-02,7.44016695022583,7.44016695022583,7.0100998878479,7.053106784820557,5.130258083343506,861504.0
2000-03-03,7.053106784820557,7.483173847198486,7.053106784820557,7.225133895874023,5.255386829376221,278919.0
2000-03-06,6.967092990875244,6.967092990875244,6.451012134552002,6.451012134552002,4.6923089027404785,388311.0
2000-03-07,6.5370259284973145,6.881080150604248,6.451012134552002,6.881080150604248,5.005129814147949,484455.0
